,Biomarker,Description,Units,Group,Sub.Group,Type,Nightingale,UKB.Field.ID,QC.Flag.Field.ID,Full.Formula,Simplified.Formula,Sub_group,miss,miss_p,miss_Sub_group,HVGs,HVGs.more,HVGs.less,path,parallel_group,cor,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
HDL_TG_pct,HDL_TG_pct,Triglycerides to Total Lipids in HDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(XL_HDL_TG + L_HDL_TG + M_HDL_TG + S_HDL_TG) / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG + L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG + M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG + S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,HDL_TG / HDL_L * 100,Relative lipid concentrations Relative lipid concentrations,2448,0.0198767446958809,0.0201206705694806,FALSE,TRUE,TRUE,Relative lipid concentrations_,14,0.970660386623736,21821,22740,0,-0.134644992355632,-0.116351651577001,2.34381808353509,0.0300879115972051
IDL_CE_pct_C,IDL_CE_pct_C,Cholesteryl Esters to Cholesterol in IDL percentage,%,Relative lipoprotein cholesterol concentrations,IDL ratios,Percentage,FALSE,NA,NA,IDL_CE / (IDL_CE + IDL_FC) * 100,IDL_CE / IDL_C * 100,Relative lipoprotein cholesterol concentrations IDL ratios,1533,0.0124473241906803,0.0124473241906803,FALSE,FALSE,FALSE,Relative lipoprotein cholesterol concentrations_IDL ratios,14,0.976469388197951,1056,0,0,-0.145457317107126,-0.0276397159262989,0.210835418098143,0.0215153020713353
IDL_FC_by_CE,IDL_FC_by_CE,Free Cholesterol to Cholesteryl Esters in IDL percentage,ratio,Relative lipoprotein lipid concentrations,IDL ratios,Ratio,FALSE,NA,NA,IDL_FC / IDL_CE,IDL_FC / IDL_CE,Relative lipoprotein lipid concentrations IDL ratios,1533,0.0124473241906803,0.0136855609415471,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_IDL ratios,14,0.97633870621927,1063,0,0,0.145644957012769,0.0279611711075564,0.213692757184128,0.0217581328024469
IDL_FC_pct_C,IDL_FC_pct_C,Free Cholesterol to Cholesterol in IDL percentage,%,Relative lipoprotein cholesterol concentrations,IDL ratios,Percentage,FALSE,NA,NA,IDL_FC / (IDL_CE + IDL_FC) * 100,IDL_FC / IDL_C * 100,Relative lipoprotein cholesterol concentrations IDL ratios,1533,0.0124473241906803,0.0124473241906803,FALSE,FALSE,FALSE,Relative lipoprotein cholesterol concentrations_IDL ratios,14,0.975788452495792,1094,0,0,0.146326896658658,0.0291659062138965,0.225164293173058,0.0223465159678676
L_HDL_CE_pct_C,L_HDL_CE_pct_C,Cholesteryl Esters to Cholesterol in Large HDL percentage,%,Relative lipoprotein cholesterol concentrations,Large HDL ratios,Percentage,FALSE,NA,NA,L_HDL_CE / (L_HDL_CE + L_HDL_FC) * 100,L_HDL_CE / L_HDL_C * 100,Relative lipoprotein cholesterol concentrations Large HDL ratios,364,0.00295552903157707,0.00295552903157707,FALSE,TRUE,FALSE,Relative lipoprotein cholesterol concentrations_Large HDL ratios,14,0.942606383172032,27885,28642,0,0.139229062278492,0.137806139147512,2.85575956183683,0.0297634254648996
L_HDL_FC_by_CE,L_HDL_FC_by_CE,Free Cholesterol to Cholesteryl Esters in Large HDL ratio,ratio,Relative lipoprotein lipid concentrations,Large HDL ratios,Ratio,FALSE,NA,NA,L_HDL_FC / L_HDL_CE,L_HDL_FC / L_HDL_CE,Relative lipoprotein lipid concentrations Large HDL ratios,364,0.00295552903157707,0.00852421124995602,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large HDL ratios,14,0.944402302525152,27205,28270,0,-0.135142334422211,-0.132914817341684,2.6799581449326,0.0294776421059638
L_HDL_FC_pct_C,L_HDL_FC_pct_C,Free Cholesterol to Cholesterol in Large HDL percentage,%,Relative lipoprotein cholesterol concentrations,Large HDL ratios,Percentage,FALSE,NA,NA,L_HDL_FC / (L_HDL_CE + L_HDL_FC) * 100,L_HDL_FC / L_HDL_C * 100,Relative lipoprotein cholesterol concentrations Large HDL ratios,364,0.00295552903157707,0.00295552903157707,FALSE,TRUE,TRUE,Relative lipoprotein cholesterol concentrations_Large HDL ratios,14,0.946140361211175,25397,27226,0,-0.129249356974752,-0.124899773808841,2.40171343128978,0.0293645185782682
L_LDL_CE_pct_C,L_LDL_CE_pct_C,Cholesteryl Esters to Cholesterol in Large LDL percentage,%,Relative lipoprotein cholesterol concentrations,Large LDL ratios,Percentage,FALSE,NA,NA,L_LDL_CE / (L_LDL_CE + L_LDL_FC) * 100,L_LDL_CE / L_LDL_C * 100,Relative lipoprotein cholesterol concentrations Large LDL ratios,1532,0.0124392046054288,0.0124392046054288,FALSE,FALSE,FALSE,Relative lipoprotein cholesterol concentrations_Large LDL ratios,14,0.981981064010599,27320,28132,1916,-0.180767003561772,-0.176317938883006,4.28626176598869,0.0485731302856338
L_LDL_FC_by_CE,L_LDL_FC_by_CE,Free Cholesterol to Cholesteryl Esters in Large LDL ratio,ratio,Relative lipoprotein lipid concentrations,Large LDL ratios,Ratio,FALSE,NA,NA,L_LDL_FC / L_LDL_CE,L_LDL_FC / L_LDL_CE,Relative lipoprotein lipid concentrations Large LDL ratios,1532,0.0124392046054288,0.0142999428922504,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large LDL ratios,14,0.981962385866258,27371,28186,1955,0.181305776166203,0.176988818399817,4.31592445570807,0.0486579036581975
L_LDL_FC_pct_C,L_LDL_FC_pct_C,Free Cholesterol to Cholesterol in Large LDL percentage,%,Relative lipoprotein cholesterol concentrations,Large LDL ratios,Percentage,FALSE,NA,NA,L_LDL_FC / (L_LDL_CE + L_LDL_FC) * 100,L_LDL_FC / L_LDL_C * 100,Relative lipoprotein cholesterol concentrations Large LDL ratios,1532,0.0124392046054288,0.0124392046054288,FALSE,FALSE,FALSE,Relative lipoprotein cholesterol concentrations_Large LDL ratios,14,0.981969129097144,27549,28330,2080,0.182789829071824,0.178940013033547,4.40233502152485,0.0490012433462674
L_VLDL_CE_pct_C,L_VLDL_CE_pct_C,Cholesteryl Esters to Cholesterol in Large VLDL percentage,%,Relative lipoprotein cholesterol concentrations,Large VLDL ratios,Percentage,FALSE,NA,NA,L_VLDL_CE / (L_VLDL_CE + L_VLDL_FC) * 100,L_VLDL_CE / L_VLDL_C * 100,Relative lipoprotein cholesterol concentrations Large VLDL ratios,368,0.00298800737258341,0.00298800737258341,FALSE,TRUE,TRUE,Relative lipoprotein cholesterol concentrations_Large VLDL ratios,14,0.978141720309536,29028,29041,3998,0.209585735391848,0.209551773201577,5.03620969421485,0.0592227522691466
L_VLDL_FC_by_CE,L_VLDL_FC_by_CE,Free Cholesterol to Cholesteryl Esters in Large VLDL ratio,ratio,Relative lipoprotein lipid concentrations,Large VLDL ratios,Ratio,FALSE,NA,NA,L_VLDL_FC / L_VLDL_CE,L_VLDL_FC / L_VLDL_CE,Relative lipoprotein lipid concentrations Large VLDL ratios,368,0.00298800737258341,0.00485551198044804,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large VLDL ratios,14,0.978277765192927,29032,29041,3996,-0.209807397039647,-0.209786065838654,5.04894655854947,0.0591811545460387
L_VLDL_FC_pct_C,L_VLDL_FC_pct_C,Free Cholesterol to Cholesterol in Large VLDL percentage,%,Relative lipoprotein cholesterol concentrations,Large VLDL ratios,Percentage,FALSE,NA,NA,L_VLDL_FC / (L_VLDL_CE + L_VLDL_FC) * 100,L_VLDL_FC / L_VLDL_C * 100,Relative lipoprotein cholesterol concentrations Large VLDL ratios,368,0.00298800737258341,0.00298800737258341,FALSE,TRUE,TRUE,Relative lipoprotein cholesterol concentrations_Large VLDL ratios,14,0.977096636444945,29017,29041,3665,-0.204793342077223,-0.204731156707982,4.836343652146,0.0581765841029457
LDL_C_pct,LDL_C_pct,Cholesterol to Total Lipids in LDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(L_LDL_CE + L_LDL_FC + M_LDL_CE + M_LDL_FC + S_LDL_CE + S_LDL_FC) / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG + M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG + S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,LDL_C / LDL_L * 100,Relative lipid concentrations Relative lipid concentrations,1992,0.016174213821158,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,15,0.979236443953319,29038,29041,12022,0.23656792570474,0.236554343122709,7.40808890145477,0.0566852240470031
LDL_CE_pct,LDL_CE_pct,Cholesteryl Esters to Total Lipids in LDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(L_LDL_CE + M_LDL_CE + S_LDL_CE) / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG + M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG + S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,LDL_CE / LDL_L * 100,Relative lipid concentrations Relative lipid concentrations,1992,0.016174213821158,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,15,0.974377418531477,2090,0,0,0.0995816216889434,0.053198848407759,0.713191234457468,0.00978704900936237
LDL_CE_pct_C,LDL_CE_pct_C,Cholesteryl Esters to Cholesterol in LDL percentage,%,Relative cholesterol concentrations,,Percentage,FALSE,NA,NA,(L_LDL_CE + M_LDL_CE + S_LDL_CE) / (L_LDL_CE + M_LDL_CE + S_LDL_CE + L_LDL_FC + M_LDL_FC + S_LDL_FC) * 100,LDL_CE / LDL_C * 100,Relative cholesterol concentrations Relative cholesterol concentrations,1622,0.0131699672780714,0.0167019868625111,FALSE,FALSE,FALSE,Relative cholesterol concentrations_,15,0.979723579357823,26457,27023,927,-0.17145510990096,-0.164477562456296,3.95845149860913,0.0434432280152258
LDL_FC_by_CE,LDL_FC_by_CE,Free Cholesterol to Cholesteryl Esters in LDL percentage,ratio,Relative lipid concentrations,,Ratio,FALSE,NA,NA,(L_LDL_FC + M_LDL_FC + S_LDL_FC) / (L_LDL_CE + M_LDL_CE + S_LDL_CE),LDL_FC / LDL_CE,Relative lipid concentrations Relative lipid concentrations,1622,0.0131699672780714,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,15,0.979620614489833,26476,27055,939,0.171781158095274,0.16487378319277,3.97586598406934,0.0434501387791821
LDL_FC_pct,LDL_FC_pct,Free Cholesterol to Total Lipids in LDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(L_LDL_FC + M_LDL_FC + S_LDL_FC) / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG + M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG + S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,LDL_FC / LDL_L * 100,Relative lipid concentrations Relative lipid concentrations,1992,0.016174213821158,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,15,0.98073863598603,28531,28898,4351,0.205062068971658,0.203407604817068,5.74407549336439,0.0520722791087458
LDL_FC_pct_C,LDL_FC_pct_C,Free Cholesterol to Cholesterol in LDL percentage,%,Relative cholesterol concentrations,,Percentage,FALSE,NA,NA,(L_LDL_FC + M_LDL_FC + S_LDL_FC) / (L_LDL_CE + M_LDL_CE + S_LDL_CE + L_LDL_FC + M_LDL_FC + S_LDL_FC) * 100,LDL_FC / LDL_C * 100,Relative cholesterol concentrations Relative cholesterol concentrations,1622,0.0131699672780714,0.0167019868625111,FALSE,FALSE,FALSE,Relative cholesterol concentrations_,15,0.979327855889183,26549,27158,978,0.172679691711412,0.166013034050777,4.01997875664865,0.0435120868692037
LDL_PL_pct,LDL_PL_pct,Phospholipids to Total Lipids in LDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(L_LDL_PL + M_LDL_PL + S_LDL_PL) / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG + M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG + S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,LDL_PL / LDL_L * 100,Relative lipid concentrations Relative lipid concentrations,1992,0.016174213821158,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,15,0.972205893164408,130,0,0,-0.0576613877816342,0.00569533618626208,0.200533124291586,0.0827182992460088
LDL_TG_pct,LDL_TG_pct,Triglycerides to Total Lipids in LDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(L_LDL_TG + M_LDL_TG + S_LDL_TG) / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG + M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG + S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,LDL_TG / LDL_L * 100,Relative lipid concentrations Relative lipid concentrations,1992,0.016174213821158,0.0201206705694806,FALSE,TRUE,TRUE,Relative lipid concentrations_,15,0.975222422271941,29036,29041,9094,-0.228129715859853,-0.22810862713064,6.95058408858644,0.0550741642911518
M_HDL_CE_pct_C,M_HDL_CE_pct_C,Cholesteryl Esters to Cholesterol in Medium HDL percentage,%,Relative lipoprotein cholesterol concentrations,Medium HDL ratios,Percentage,FALSE,NA,NA,M_HDL_CE / (M_HDL_CE + M_HDL_FC) * 100,M_HDL_CE / M_HDL_C * 100,Relative lipoprotein cholesterol concentrations Medium HDL ratios,1468,0.0119195511493273,0.0119195511493273,FALSE,FALSE,FALSE,Relative lipoprotein cholesterol concentrations_Medium HDL ratios,15,0.963022270032544,103,0,0,-0.0621774653136629,0.00528166304367346,0.234523486278336,0.083337102493824
